city,category,Review_Count
Surprise,Drywall Installation & Repair,79
Surprise,Ear Nose & Throat,4
Surprise,Education,110
Surprise,Electricians,70
Surprise,Electronics,258
Surprise,Electronics Repair,78
Surprise,Elementary Schools,24
Surprise,Emergency Rooms,20
Surprise,Endodontists,48
Surprise,Event Photography,20
Surprise,Event Planning & Services,865
Surprise,Eyebrow Services,68
Surprise,Eyelash Service,216
Surprise,Eyewear & Opticians,99
Surprise,Fabric Stores,5
Surprise,Face Painting,4
Surprise,Family Practice,82
Surprise,Farm Equipment Repair,5
Surprise,Farmers Market,73
Surprise,Fashion,383
Surprise,Fast Food,1232
Surprise,Fences & Gates,7
Surprise,Festivals,24
Surprise,Filipino,29
Surprise,Financial Advising,3
Surprise,Financial Services,104
Surprise,Firearm Training,20
Surprise,Fireplace Services,10
Surprise,Fish & Chips,334
Surprise,Fitness & Instruction,303
Surprise,Flooring,64
Surprise,Florists,73
Surprise,Flowers & Gifts,106
Surprise,Food,3908
Surprise,Food Delivery Services,59
Surprise,Food Stands,8
Surprise,Food Trucks,31
Surprise,French,514
Surprise,Fruits & Veggies,76
Surprise,Furniture Repair,4
Surprise,Furniture Reupholstery,19
Surprise,Furniture Stores,69
Surprise,Garage Door Services,76
Surprise,Gardeners,22
Surprise,Gas Stations,210
Surprise,Gastropubs,334
Surprise,General Dentistry,372
Surprise,General Litigation,4
Surprise,German,14
Surprise,Gift Shops,30
Surprise,Glass & Mirrors,5
Surprise,Gluten-Free,132
Surprise,Golf,40
Surprise,Golf Equipment,5
Surprise,Graphic Design,16
Surprise,Greek,539
Surprise,Grocery,485
Surprise,Grout Services,39
Surprise,Gun/Rifle Ranges,20
Surprise,Guns & Ammo,34
Surprise,Gymnastics,8
Surprise,Gyms,232
Surprise,Hair Extensions,135
Surprise,Hair Removal,537
Surprise,Hair Salons,628
Surprise,Hair Stylists,290
Surprise,Handyman,100
Surprise,Hardware Stores,129
Surprise,Haunted Houses,19
Surprise,Hawaiian,6
Surprise,Health & Medical,1383
Surprise,Health Insurance Offices,6
Surprise,Health Markets,127
Surprise,Heating & Air Conditioning/HVAC,282
Surprise,Hobby Shops,22
Surprise,Home & Garden,677
Surprise,Home & Rental Insurance,25
Surprise,Home Cleaning,235
Surprise,Home Decor,89
Surprise,Home Energy Auditors,28
Surprise,Home Health Care,17
Surprise,Home Inspectors,59
Surprise,Home Services,1834
Surprise,Home Theatre Installation,17
Surprise,Home Window Tinting,91
Surprise,Hookah Bars,8
Surprise,Horse Boarding,3
Surprise,Hospice,13
Surprise,Hospitals,44
Surprise,Hot Dogs,77
Surprise,Hot Tub & Pool,122
Surprise,Hotels,192
Surprise,Hotels & Travel,302
Surprise,Hydro-jetting,3
Surprise,IT Services & Computer Repair,80
Surprise,Ice Cream & Frozen Yogurt,496
Surprise,Insurance,40
Surprise,Interior Design,55
Surprise,Internal Medicine,68
Surprise,Internet Service Providers,56
Surprise,Interval Training Gyms,29
Surprise,Irish,288
Surprise,Irish Pub,288
Surprise,Irrigation,49
Surprise,Italian,1955
Surprise,Japanese,569
Surprise,Jewelry,83
Surprise,Jewelry Repair,18
Surprise,Juice Bars & Smoothies,339
Surprise,Karaoke,15
Surprise,Keys & Locksmiths,39
Surprise,Kickboxing,7
Surprise,Kids Activities,34
Surprise,Kitchen & Bath,28
Surprise,Knitting Supplies,22
Surprise,Laboratory Testing,38
Surprise,Lakes,21
Surprise,Landscape Architects,37
Surprise,Landscaping,126
Surprise,Laser Eye Surgery/Lasik,6
Surprise,Laundromat,22
Surprise,Laundry Services,89
Surprise,Lawyers,10
Surprise,Legal Services,9
Surprise,Libraries,16
Surprise,Life Insurance,14
Surprise,Lighting Fixtures & Equipment,44
Surprise,Limos,27
Surprise,Lingerie,5
Surprise,Local Fish Stores,7
Surprise,Local Flavor,7
Surprise,Local Services,1126
Surprise,Lounges,185
Surprise,Mags,53
Surprise,Mailbox Centers,23
Surprise,Makeup Artists,53
Surprise,Marketing,7
Surprise,Martial Arts,95
Surprise,Masonry/Concrete,42
Surprise,Mass Media,4
Surprise,Massage,188
Surprise,Massage Therapy,167
Surprise,Mattresses,47
Surprise,Meat Shops,48
Surprise,Medical Centers,207
Surprise,Medical Spas,30
Surprise,Medical Supplies,15
Surprise,Mediterranean,405
Surprise,Men's Clothing,95
Surprise,Men's Hair Salons,114
Surprise,Mexican,1559
Surprise,Middle Schools & High Schools,3
Surprise,Midwives,42
Surprise,Mobile Dent Repair,13
Surprise,Mobile Phone Accessories,7
Surprise,Mobile Phone Repair,52
Surprise,Mobile Phones,143
Surprise,Modern European,179
Surprise,Montessori Schools,6
Surprise,Mortgage Brokers,15
Surprise,Motorcycle Dealers,33
Surprise,Motorcycle Gear,33
Surprise,Motorcycle Repair,45
Surprise,Movers,38
Surprise,Muay Thai,7
Surprise,Music & DVDs,16
Surprise,Music & Video,53
Surprise,Music Venues,27
Surprise,Musical Instruments & Teachers,6
Surprise,Musicians,3
Surprise,Nail Salons,943
Surprise,Nail Technicians,30
Surprise,Naturopathic/Holistic,6
Surprise,New Mexican Cuisine,54
Surprise,Nightlife,3069
Surprise,Noodles,142
Surprise,Notaries,52
Surprise,Nurse Practitioner,10
Surprise,Nurseries & Gardening,105
Surprise,Nutritionists,3
Surprise,Obstetricians & Gynecologists,55
Surprise,Occupational Therapy,6
Surprise,Office Cleaning,48
Surprise,Office Equipment,17
Surprise,Oil Change Stations,552
Surprise,Ophthalmologists,12
Surprise,Optometrists,117
Surprise,Oral Surgeons,196
Surprise,Orthodontists,200
Surprise,Orthopedists,9
Surprise,Outlet Stores,10
Surprise,Packing Services,6
Surprise,Pain Management,26
Surprise,Paint Stores,8
Surprise,Paint-Your-Own Pottery,20
Surprise,Painters,55
Surprise,Parks,47
Surprise,Party & Event Planning,113
Surprise,Party Bus Rentals,10
Surprise,Party Characters,4
Surprise,Party Equipment Rentals,76
Surprise,Party Supplies,94
Surprise,Pawn Shops,8
Surprise,Payroll Services,4
Surprise,Pediatric Dentists,109
Surprise,Pediatricians,66
Surprise,Performing Arts,3
Surprise,Periodontists,36
Surprise,Permanent Makeup,55
Surprise,Personal Chefs,11
Surprise,Personal Injury Law,4
Surprise,Pest Control,119
Surprise,Pet Boarding,7
Surprise,Pet Breeders,3
Surprise,Pet Groomers,316
Surprise,Pet Photography,4
Surprise,Pet Services,413
Surprise,Pet Sitting,72
Surprise,Pet Stores,110
Surprise,Pet Training,31
Surprise,Pet Transportation,3
Surprise,Pets,556
Surprise,Photographers,28
Surprise,Photography Stores & Services,78
Surprise,Physical Therapy,50
Surprise,Pilates,3
Surprise,Pizza,2184
Surprise,Playgrounds,63
Surprise,Plumbing,140
Surprise,Podiatrists,11
Surprise,Polish,8
Surprise,Pool & Hot Tub Service,131
Surprise,Pool Cleaners,52
Surprise,Post Offices,42
Surprise,Preschools,33
Surprise,Pressure Washers,4
Surprise,Print Media,4
Surprise,Printing Services,60
Surprise,Professional Services,315
Surprise,Propane,17
Surprise,Property Management,18
Surprise,Prosthetics,5
Surprise,Prosthodontists,10
Surprise,Psychologists,10
Surprise,Public Services & Government,101
Surprise,Public Transportation,15
Surprise,Pubs,343
Surprise,RV Dealers,45
Surprise,RV Parks,6
Surprise,RV Rental,16
Surprise,RV Repair,57
Surprise,Race Tracks,7
Surprise,Radiologists,15
Surprise,Real Estate,201
Surprise,Real Estate Agents,45
Surprise,Real Estate Photography,7
Surprise,Real Estate Services,81
Surprise,Refinishing Services,19
Surprise,Reflexology,17
Surprise,Rehabilitation Center,22
Surprise,Religious Organizations,27
Surprise,Resorts,6
Surprise,Restaurants,14263
Surprise,Retirement Homes,17
Surprise,Roofing,17
Surprise,Rugs,4
Surprise,Safe Stores,26
Surprise,Salad,769
Surprise,Sandwiches,2449
Surprise,Screen Printing,6
Surprise,Screen Printing/T-Shirt Printing,3
Surprise,Scuba Diving,4
Surprise,Seafood,594
Surprise,Security Services,7
Surprise,Security Systems,22
Surprise,Self Storage,70
Surprise,Septic Services,3
Surprise,Session Photography,10
Surprise,Sewing & Alterations,40
Surprise,Shades & Blinds,68
Surprise,Shaved Ice,81
Surprise,Shaved Snow,61
Surprise,Shipping Centers,107
Surprise,Shoe Stores,47
Surprise,Shopping,2065
Surprise,Shopping Centers,10
Surprise,Shredding Services,8
Surprise,Shutters,4
Surprise,Siding,8
Surprise,Signmaking,25
Surprise,Skin Care,182
Surprise,Smog Check Stations,100
Surprise,Solar Installation,53
Surprise,Soup,168
Surprise,Southern,203
Surprise,Specialty Food,232
Surprise,Specialty Schools,63
Surprise,Speech Therapists,6
Surprise,Sporting Goods,68
Surprise,Sports Bars,1118
Surprise,Sports Medicine,17
Surprise,Sports Wear,4
Surprise,Spray Tanning,29
Surprise,Stadiums & Arenas,78
Surprise,Steakhouses,554
Surprise,Stucco Services,3
Surprise,Summer Camps,12
Surprise,Sushi Bars,550
Surprise,Swimming Lessons/Schools,13
Surprise,Swimming Pools,16
Surprise,Swimwear,5
Surprise,TV Mounting,17
Surprise,Tacos,92
Surprise,Taekwondo,3
Surprise,Tanning,39
Surprise,Tanning Beds,14
Surprise,Tax Services,12
Surprise,Taxis,17
Surprise,Teeth Whitening,27
Surprise,Telecommunications,15
Surprise,Television Service Providers,11
Surprise,Tennis,7
Surprise,Tex-Mex,190
Surprise,Thai,239
Surprise,Thrift Stores,15
Surprise,Tiling,75
Surprise,Tires,287
Surprise,Tobacco Shops,41
Surprise,Tours,5
Surprise,Towing,57
Surprise,Town Car Service,9
Surprise,Toy Stores,16
Surprise,Trainers,167
Surprise,Transmission Repair,170
Surprise,Transportation,46
Surprise,Travel Services,8
Surprise,Tree Services,74
Surprise,Truck Rental,22
Surprise,Urgent Care,177
Surprise,Used,12
Surprise,Used Bookstore,37
Surprise,Used Car Dealers,41
Surprise,Utilities,8
Surprise,Vacation Rental Agents,8
Surprise,Vape Shops,33
Surprise,Vegetarian,54
Surprise,Vehicle Shipping,5
Surprise,Vehicle Wraps,3
Surprise,Venues & Event Spaces,247
Surprise,Veterinarians,245
Surprise,Video/Film Production,7
Surprise,Videographers,7
Surprise,Vietnamese,643
Surprise,Vintage & Consignment,12
Surprise,Vitamins & Supplements,13
Surprise,Watch Repair,27
Surprise,Watches,8
Surprise,Water Heater Installation/Repair,10
Surprise,Waxing,480
Surprise,Web Design,20
Surprise,Wedding Planning,15
Surprise,Weight Loss Centers,12
Surprise,Wheel & Rim Repair,123
Surprise,Wholesalers,10
Surprise,Wigs,5
Surprise,Wildlife Control,3
Surprise,Window Washing,23
Surprise,Windows Installation,65
Surprise,Windshield Installation & Repair,83
Surprise,Wine & Spirits,160
Surprise,Wine Bars,103
Surprise,Wineries,10
Surprise,Women's Clothing,113
Surprise,Wraps,65
Surprise,Yoga,86
Surprise Crossing,Coffee & Tea,7
Surprise Crossing,Food,7
Swissvale,Art Galleries,11
Swissvale,Arts & Entertainment,11
Swissvale,Auto Repair,3
Swissvale,Automotive,3
Swissvale,Bars,8
Swissvale,Body Shops,3
Swissvale,Chinese,7
Swissvale,Delis,5
Swissvale,Electricians,15
Swissvale,Event Planning & Services,11
Swissvale,Home Services,25
Swissvale,Junk Removal & Hauling,10
Swissvale,Lighting Fixtures & Equipment,15
Swissvale,Local Flavor,11
Swissvale,Local Services,10
Swissvale,Movers,10
Swissvale,Museums,11
Swissvale,Nightlife,8
Swissvale,Packing Services,10
Swissvale,Pizza,9
Swissvale,Restaurants,21
Swissvale,Shopping,11
Swissvale,Smog Check Stations,3
Swissvale,Venues & Event Spaces,11
Tallmadge,Active Life,8
Tallmadge,Air Duct Cleaning,3
Tallmadge,American (New),8
Tallmadge,American (Traditional),184
Tallmadge,Antiques,6
Tallmadge,Auto Detailing,7
Tallmadge,Auto Parts & Supplies,44
Tallmadge,Auto Repair,65
Tallmadge,Automotive,89
Tallmadge,Bagels,9
Tallmadge,Bakeries,15
Tallmadge,Barbers,19
Tallmadge,Bars,62
Tallmadge,Beauty & Spas,74
Tallmadge,Body Shops,8
Tallmadge,Bridal,6
Tallmadge,Burgers,6
Tallmadge,Car Dealers,18
Tallmadge,Car Wash,7
Tallmadge,Carpet Cleaning,3
Tallmadge,Chicken Wings,9
Tallmadge,Chinese,15
Tallmadge,Coffee & Tea,20
Tallmadge,Contractors,4
Tallmadge,Cosmetic Surgeons,7
Tallmadge,Damage Restoration,3
Tallmadge,Department Stores,5
Tallmadge,Doctors,7
Tallmadge,Donuts,20
Tallmadge,Dry Cleaning,3
Tallmadge,Dry Cleaning & Laundry,3
Tallmadge,Electricians,4
Tallmadge,Ethnic Food,15
Tallmadge,Event Planning & Services,3
Tallmadge,Eyewear & Opticians,7
Tallmadge,Fashion,5
Tallmadge,Fast Food,10
Tallmadge,Fitness & Instruction,8
Tallmadge,Food,109
Tallmadge,Furniture Stores,6
Tallmadge,Gyms,8
Tallmadge,Hair Removal,16
Tallmadge,Hair Salons,40
Tallmadge,Health & Medical,10
Tallmadge,Health Markets,17
Tallmadge,Heating & Air Conditioning/HVAC,10
Tallmadge,Home & Garden,9
Tallmadge,Home Cleaning,3
Tallmadge,Home Inspectors,4
Tallmadge,Home Services,17
Tallmadge,Hot Dogs,6
Tallmadge,Ice Cream & Frozen Yogurt,5
Tallmadge,Italian,105
Tallmadge,Jewelry,3
Tallmadge,Jewelry Repair,3
Tallmadge,Laser Eye Surgery/Lasik,7
Tallmadge,Laundry Services,3
Tallmadge,Local Services,13
Tallmadge,Makeup Artists,18
Tallmadge,Massage,18
Tallmadge,Medical Centers,7
Tallmadge,Medical Spas,7
Tallmadge,Medical Supplies,7
Tallmadge,Men's Hair Salons,3
Tallmadge,Metal Fabricators,3
Tallmadge,Mexican,131
Tallmadge,Nail Salons,34
Tallmadge,Nightlife,62
Tallmadge,Oil Change Stations,9
Tallmadge,Ophthalmologists,7
Tallmadge,Optometrists,7
Tallmadge,Pet Services,3
Tallmadge,Pet Sitting,3
Tallmadge,Pets,3
Tallmadge,Pizza,45
Tallmadge,Plumbing,7
Tallmadge,Rehabilitation Center,3
Tallmadge,Restaurants,407
Tallmadge,Sandwiches,3
Tallmadge,Septic Services,4
Tallmadge,Sewing & Alterations,3
Tallmadge,Shopping,30
Tallmadge,Skin Care,7
Tallmadge,Specialty Food,32
Tallmadge,Sports Bars,31
Tallmadge,Tanning,11
Tallmadge,Tex-Mex,4
Tallmadge,Thrift Stores,9
Tallmadge,Tires,9
Tallmadge,Trainers,8
Tallmadge,Transmission Repair,3
Tallmadge,Venues & Event Spaces,3
Tallmadge,Waffles,35
Tallmadge,Watches,3
Tallmadge,Water Heater Installation/Repair,4
Tallmadge,Waxing,16
Tallmadge,Windshield Installation & Repair,7
Tallmadge,Wine Bars,15
Tega Cay,Active Life,27
Tega Cay,American (New),18
Tega Cay,American (Traditional),41
Tega Cay,Amusement Parks,11
Tega Cay,Arts & Entertainment,23
Tega Cay,Asian Fusion,59
Tega Cay,Auto Parts & Supplies,3
Tega Cay,Automotive,3
Tega Cay,Bagels,219
Tega Cay,Bakeries,26
Tega Cay,Barbeque,82
Tega Cay,Beauty & Spas,27
Tega Cay,Breakfast & Brunch,202
Tega Cay,Burgers,82
Tega Cay,Cafes,20
Tega Cay,Chicken Wings,82
Tega Cay,Child Care & Day Care,3
Tega Cay,Coffee & Tea,151
Tega Cay,Cosmetics & Beauty Supply,4
Tega Cay,Cuban,27
Tega Cay,Cupcakes,26
Tega Cay,Delis,85
Tega Cay,Department Stores,30
Tega Cay,Desserts,23
Tega Cay,Discount Store,22
Tega Cay,Drugstores,22
Tega Cay,Education,3
Tega Cay,Event Planning & Services,11
Tega Cay,Fashion,30
Tega Cay,Fast Food,46
Tega Cay,Fitness & Instruction,16
Tega Cay,Food,295
Tega Cay,Grocery,30
Tega Cay,Hair Salons,15
Tega Cay,Health & Medical,12
Tega Cay,Italian,50
Tega Cay,Japanese,59
Tega Cay,Juice Bars & Smoothies,20
Tega Cay,Local Services,3
Tega Cay,Martial Arts,4
Tega Cay,Massage,12
Tega Cay,Massage Therapy,12
Tega Cay,Men's Hair Salons,4
Tega Cay,Mexican,13
Tega Cay,Mini Golf,11
Tega Cay,Mobile Phones,11
Tega Cay,Music Venues,23
Tega Cay,Nightlife,23
Tega Cay,Pet Groomers,7
Tega Cay,Pet Services,7
Tega Cay,Pet Stores,7
Tega Cay,Pet Training,7
Tega Cay,Pets,7
Tega Cay,Preschools,3
Tega Cay,Reflexology,12
Tega Cay,Restaurants,524
Tega Cay,Salad,59
Tega Cay,Sandwiches,88
Tega Cay,Seafood,18
Tega Cay,Shopping,37
Tega Cay,Sushi Bars,41
Tega Cay,Taekwondo,4
Tega Cay,Tex-Mex,13
Tega Cay,Venues & Event Spaces,11
Tega Cay,Yoga,12
Tempe,& Probates,9
Tempe,ATV Rentals/Tours,40
Tempe,Acai Bowls,342
Tempe,Accessories,623
Tempe,Accountants,70
Tempe,Active Life,5394
Tempe,Acupuncture,351
Tempe,Addiction Medicine,19
Tempe,Adult,99
Tempe,Adult Education,67
Tempe,Adult Entertainment,96
Tempe,Advertising,122
Tempe,Aerial Fitness,14
Tempe,African,657
Tempe,Air Duct Cleaning,368
Tempe,Airlines,62
Tempe,Airport Shuttles,150
Tempe,Allergists,33
Tempe,Alternative Medicine,6
Tempe,Amateur Sports Teams,86
Tempe,American (New),14538
Tempe,American (Traditional),14381
Tempe,Amusement Parks,581
Tempe,Animal Shelters,44
Tempe,Antiques,209
Tempe,Apartments,1861
Tempe,Appliances,434
Tempe,Appliances & Repair,692
Tempe,Aquarium Services,19
Tempe,Aquariums,221
Tempe,Arabian,309
Tempe,Arcades,879
Tempe,Argentine,123
Tempe,Art Classes,171
Tempe,Art Galleries,159
Tempe,Art Museums,16
Tempe,Art Schools,36
Tempe,Art Supplies,155
Tempe,Artificial Turf,37
Tempe,Arts & Crafts,579
Tempe,Arts & Entertainment,6755
Tempe,Asian Fusion,3570
Tempe,Auction Houses,3
Tempe,Audio/Visual Equipment Rental,6
Tempe,Audiologist,5
Tempe,Auto Customization,300
Tempe,Auto Detailing,1214
Tempe,Auto Glass Services,932
Tempe,Auto Insurance,105
Tempe,Auto Loan Providers,40
Tempe,Auto Parts & Supplies,2578
Tempe,Auto Repair,5533
Tempe,Auto Security,52
Tempe,Auto Upholstery,33
Tempe,Automotive,9772
Tempe,Baby Gear & Furniture,110
Tempe,Backflow Services,39
Tempe,Bagels,998
Tempe,Bakeries,3739
Tempe,Bankruptcy Law,37
Tempe,Banks & Credit Unions,349
Tempe,Barbeque,2248
Tempe,Barbers,1544
Tempe,Barre Classes,135
Tempe,Bars,23791
Tempe,Bartenders,5
Tempe,Bartending Schools,7
Tempe,Battery Stores,26
Tempe,Batting Cages,3
Tempe,Beach Equipment Rentals,26
Tempe,Beaches,127
Tempe,Beauty & Spas,10337
Tempe,Bed & Breakfast,30
Tempe,Beer,3304
Tempe,Beer Bar,652
Tempe,Beer Gardens,655
Tempe,Beverage Store,211
Tempe,Bike Rentals,324
Tempe,Bike Repair/Maintenance,229
Tempe,Bikes,580
Tempe,Blow Dry/Out Services,183
Tempe,Boat Charters,13
Tempe,Boat Dealers,25
Tempe,Boat Repair,94
Tempe,Boating,180
Tempe,Body Shops,1103
Tempe,Bookkeepers,6
Tempe,Books,898
Tempe,Bookstores,370
Tempe,Boot Camps,249
Tempe,Botanical Gardens,763
Tempe,Boudoir Photography,10
Tempe,Bowling,323
Tempe,Boxing,144
Tempe,Brazilian Jiu-jitsu,3
Tempe,Breakfast & Brunch,14876
Tempe,Breweries,3306
Tempe,Brewing Supplies,26
Tempe,Brewpubs,169
Tempe,Bridal,212
Tempe,British,1573
Tempe,Bubble Tea,686
Tempe,Buddhist Temples,3
Tempe,Buffets,3898
Tempe,Building Supplies,296
Tempe,Burgers,12305
Tempe,Bus Rental,3
Tempe,Bus Tours,12
Tempe,Buses,58
Tempe,Business Consulting,64
Tempe,Business Financing,9
Tempe,Business Law,12
Tempe,CPR Classes,40
Tempe,Cabaret,100
Tempe,Cabinetry,109
Tempe,Cafes,4358
Tempe,Cafeteria,7
Tempe,Cajun/Creole,481
Tempe,Candy Stores,114
Tempe,Cannabis Clinics,163
Tempe,Cannabis Dispensaries,21
Tempe,Cantonese,189
Tempe,Car Brokers,45
Tempe,Car Buyers,45
Tempe,Car Dealers,2535
Tempe,Car Rental,234
Tempe,Car Stereo Installation,247
Tempe,Car Wash,1381
Tempe,Car Window Tinting,250
Tempe,Cardio Classes,35
Tempe,Cardiologists,7
Tempe,Cards & Stationery,28
Tempe,Career Counseling,75
Tempe,Caribbean,227
Tempe,Carpenters,8
Tempe,Carpet Cleaning,484
Tempe,Carpet Installation,4
Tempe,Carpeting,167
Tempe,Casinos,7
Tempe,Caterers,4634
Tempe,Challenge Courses,130
Tempe,Check Cashing/Pay-day Loans,88
Tempe,Cheese Shops,19
Tempe,Cheesesteaks,856
Tempe,Chicken Shop,310
Tempe,Chicken Wings,3173
Tempe,Child Care & Day Care,108
Tempe,Childbirth Education,22
Tempe,Childproofing,18
Tempe,Children's Clothing,288
Tempe,Chinese,3886
Tempe,Chiropractors,536
Tempe,Chocolatiers & Shops,50
Tempe,Christmas Trees,7
Tempe,Churches,54
Tempe,Cinema,710
Tempe,Climbing,63
Tempe,Cocktail Bars,2041
Tempe,Coffee & Tea,7590
Tempe,Coffee Roasteries,786
Tempe,College Counseling,9
Tempe,Colleges & Universities,241
Tempe,Colonics,154
Tempe,Comedy Clubs,317
Tempe,Comfort Food,614
Tempe,Comic Books,101
Tempe,Commercial Real Estate,19
Tempe,Commercial Truck Repair,9
Tempe,Community Centers,8
Tempe,Community Gardens,3
Tempe,Community Service/Non-Profit,92
Tempe,Computers,613
Tempe,Condominiums,18
Tempe,Contractors,1611
Tempe,Convenience Stores,681
Tempe,Cooking Classes,4
Tempe,Cooking Schools,4
Tempe,Cosmetic Dentists,817
Tempe,Cosmetic Surgeons,48
Tempe,Cosmetics & Beauty Supply,556
Tempe,Cosmetology Schools,187
Tempe,Costumes,47
Tempe,Counseling & Mental Health,120
Tempe,Countertop Installation,3
Tempe,Country Clubs,44
Tempe,Country Dance Halls,231
Tempe,Couriers & Delivery Services,169
Tempe,Crane Services,4
Tempe,Creperies,852
Tempe,Criminal Defense Law,139
Tempe,Cryotherapy,20
Tempe,Cuban,3
Tempe,Cupcakes,415
Tempe,Currency Exchange,70
Tempe,Custom Cakes,108
Tempe,Customized Merchandise,62
Tempe,Cycling Classes,48
Tempe,DJs,28
Tempe,DUI Law,152
Tempe,Damage Restoration,201
Tempe,Dance Clubs,864
Tempe,Dance Schools,91
Tempe,Dance Studios,125
Tempe,Data Recovery,229
Tempe,Day Camps,6
Tempe,Day Spas,1478
Tempe,Debt Relief Services,13
Tempe,Decks & Railing,7
Tempe,Delis,2537
Tempe,Dentists,1195
Tempe,Department Stores,955
Tempe,Departments of Motor Vehicles,88
Tempe,Dermatologists,100
Tempe,Desserts,3598
Tempe,Diagnostic Imaging,32
Tempe,Diagnostic Services,135
Tempe,Dialysis Clinics,4
Tempe,Dim Sum,5
Tempe,Diners,2113
Tempe,Dinner Theater,25
Tempe,Discount Store,509
Tempe,Distilleries,51
Tempe,Dive Bars,1003
Tempe,Diving,13
Tempe,Divorce & Family Law,88
Tempe,Do-It-Yourself Food,11
Tempe,Doctors,1750
Tempe,Dog Parks,103
Tempe,Dog Walkers,58
Tempe,Dominican,8
Tempe,Donuts,1176
Tempe,Door Sales/Installation,177
Tempe,Doulas,22
Tempe,Driving Schools,20
Tempe,Drugstores,528
Tempe,Dry Cleaning,41
Tempe,Dry Cleaning & Laundry,536
Tempe,Drywall Installation & Repair,22
Tempe,Ear Nose & Throat,31
Tempe,Eatertainment,294
Tempe,Education,1080
Tempe,Educational Services,69
Tempe,Electricians,185
Tempe,Electronics,1521
Tempe,Electronics Repair,987
Tempe,Elementary Schools,59
Tempe,Embroidery & Crochet,77
Tempe,Emergency Rooms,18
Tempe,Employment Agencies,140
Tempe,Employment Law,21
Tempe,Endocrinologists,26
Tempe,Endodontists,170
Tempe,Engraving,17
Tempe,Entertainment Law,3
Tempe,Environmental Abatement,62
Tempe,Escape Games,218
Tempe,Estate Planning Law,19
Tempe,Ethiopian,574
Tempe,Ethnic Food,448
Tempe,Ethnic Grocery,3
Tempe,Event Photography,103
Tempe,Event Planning & Services,9382
Tempe,Eyebrow Services,352
Tempe,Eyelash Service,1643
Tempe,Eyewear & Opticians,254
Tempe,Fabric Stores,147
Tempe,Falafel,53
Tempe,Family Practice,224
Tempe,Farm Equipment Repair,10
Tempe,Farmers Market,234
Tempe,Farming Equipment,4
Tempe,Fashion,3211
Tempe,Fast Food,5847
Tempe,Fences & Gates,82
Tempe,Fertility,33
Tempe,Festivals,74
Tempe,Filipino,11
Tempe,Financial Advising,41
Tempe,Financial Services,772
Tempe,Fingerprinting,5
Tempe,Fire Protection Services,130
Tempe,Firewood,3
Tempe,First Aid Classes,20
Tempe,Fish & Chips,86
Tempe,Fitness & Instruction,2426
Tempe,Fitness/Exercise Equipment,31
Tempe,Flea Markets,30
Tempe,Float Spa,123
Tempe,Flooring,378
Tempe,Floral Designers,35
Tempe,Florists,429
Tempe,Flowers & Gifts,796
Tempe,Food,30377
Tempe,Food Delivery Services,1393
Tempe,Food Stands,64
Tempe,Food Trucks,185
Tempe,Formal Wear,39
Tempe,Foundation Repair,17
Tempe,Framing,94
Tempe,French,875
Tempe,Fruits & Veggies,442
Tempe,Funeral Services & Cemeteries,91
Tempe,Furniture Assembly,170
Tempe,Furniture Rental,6
Tempe,Furniture Repair,54
Tempe,Furniture Reupholstery,104
Tempe,Furniture Stores,1667
Tempe,Garage Door Services,485
Tempe,Gardeners,48
Tempe,Gas Stations,529
Tempe,Gastropubs,1941
Tempe,Gay Bars,3
Tempe,Gelato,169
Tempe,General Dentistry,1099
Tempe,General Litigation,50
Tempe,Generator Installation/Repair,11
Tempe,Gift Shops,211
Tempe,Glass & Mirrors,70
Tempe,Glass Blowing,4
Tempe,Gluten-Free,6287
Tempe,Gold Buyers,60
Tempe,Golf,220
Tempe,Golf Equipment,61
Tempe,Golf Equipment Shops,15
Tempe,Golf Lessons,32
Tempe,Graphic Design,282
Tempe,Greek,3204
Tempe,Grilling Equipment,38
Tempe,Grocery,2576
Tempe,Grout Services,219
Tempe,Guitar Stores,44
Tempe,Gun/Rifle Ranges,270
Tempe,Guns & Ammo,426
Tempe,Gymnastics,36
Tempe,Gyms,1418
Tempe,Hair Extensions,351
Tempe,Hair Loss Centers,14
Tempe,Hair Removal,3465
Tempe,Hair Salons,3158
Tempe,Hair Stylists,950
Tempe,Halal,1263
Tempe,Handyman,270
Tempe,Hardware Stores,273
Tempe,Hats,6
Tempe,Hawaiian,679
Tempe,Head Shops,184
Tempe,Health & Medical,5684
Tempe,Health Coach,26
Tempe,Health Markets,453
Tempe,Hearing Aid Providers,30
Tempe,Heating & Air Conditioning/HVAC,957
Tempe,Henna Artists,72
Tempe,Herbs & Spices,97
Tempe,High Fidelity Audio Equipment,19
Tempe,Hiking,61
Tempe,Hindu Temples,8
Tempe,Historical Tours,3
Tempe,Hobby Shops,368
Tempe,Home & Garden,3143
Tempe,Home & Rental Insurance,93
Tempe,Home Automation,131
Tempe,Home Cleaning,758
Tempe,Home Decor,1452
Tempe,Home Energy Auditors,90
Tempe,Home Health Care,54
Tempe,Home Inspectors,116
Tempe,Home Network Installation,88
Tempe,Home Organization,99
Tempe,Home Services,10237
Tempe,Home Staging,32
Tempe,Home Theatre Installation,130
Tempe,Home Window Tinting,181
Tempe,Honey,3
Tempe,Hookah Bars,620
Tempe,Horseback Riding,7
Tempe,Hospice,3
Tempe,Hospitals,204
Tempe,Hot Dogs,2789
Tempe,Hot Pot,84
Tempe,Hot Tub & Pool,137
