city,category,Star_Rating,rank_ordered_business
Montéal,Burgers,3.0,48307
W Spring Valley,Shopping,3.0,48308
Brentwood,Cosmetic Dentists,3.0,48309
Pickering,Mediterranean,3.0,48310
Lower Burrell,Seafood,3.0,48311
Ahwatukee,Movers,3.0,48312
Brossard,Shoe Stores,3.0,48313
Arrowhead,Professional Services,3.0,48314
Cuyahoga Falls,Auto Detailing,3.0,48315
Irwin,Auto Detailing,3.0,48316
Charlotte,Aquarium Services,3.0,48317
Warrensville Heights,Arts & Entertainment,3.0,48318
Vaughan,Ophthalmologists,3.0,48319
Henderson,Septic Services,3.0,48320
Ditzingen,Food Delivery Services,3.0,48321
Strongsville,Jewelry Repair,3.0,48322
Fairview Park,Leather Goods,3.0,48323
Scotland,Nightlife,3.0,48324
Pineville,Plus Size Fashion,3.0,48325
Macedonia,Local Flavor,3.0,48326
Brampton,Pilates,3.0,48327
Macedonia,Amusement Parks,3.0,48328
Thornhill,Hot Dogs,3.0,48329
Murrysville,Drugstores,3.0,48330
North Royalton,Gyms,3.0,48331
Mentor,Cosmetology Schools,3.0,48332
Matthews,Battery Stores,3.0,48333
W Spring Valley,Building Supplies,3.0,48334
Verdun,Convenience Stores,3.0,48335
North Royalton,Salad,3.0,48336
Carefree,Resorts,3.0,48337
Sun Lakes,Sandwiches,3.0,48338
North Huntingdon,Electronics,3.0,48339
Surprise,Wedding Planning,3.0,48340
Valley City,American (New),3.0,48341
Champaign,Shopping Centers,3.0,48342
Coraopolis,Drugstores,3.0,48343
Tega Cay,Cosmetics & Beauty Supply,3.0,48344
Whitchurch-Stouffville,Golf,3.0,48345
Mentor On the,Burgers,3.0,48346
Sheffield,Automotive,3.0,48347
Cleveland Heights,Gas Stations,3.0,48348
Middleton,Knitting Supplies,3.0,48349
Mount Lebanon,Hair Salons,3.0,48350
Streetsboro,Breakfast & Brunch,3.0,48351
East York,Videos & Video Game Rental,3.0,48352
North Ridgeville,Italian,3.0,48353
Coraopolis,Southern,3.0,48354
Monona,Banks & Credit Unions,3.0,48355
Woodbridge,Veterinarians,3.0,48356
Bethel Park,Electricians,3.0,48357
Lakewood,Yelp Events,3.0,48358
Matthews,Cosmetic Surgeons,3.0,48359
Anthem,Women's Clothing,3.0,48360
Verona,Mediterranean,3.0,48361
Cleveland,Decks & Railing,3.0,48362
Blawnox,Soup,3.0,48363
Bellevue,American (New),3.0,48364
Leith,British,3.0,48365
Urbana,Home Staging,3.0,48366
Thornhill,Outdoor Gear,3.0,48367
Castle Shannon,Community Service/Non-Profit,3.0,48368
Broadview Heights,Party Supplies,3.0,48369
Gelndale,American (New),3.0,48370
Fitchburg,Greek,3.0,48371
Litchfield Park,Cosmetics & Beauty Supply,3.0,48372
Chandler,Pulmonologist,3.0,48373
Goodyear,Auto Loan Providers,3.0,48374
Mesa,Cheerleading,3.0,48375
Cornelius,Pet Training,3.0,48376
Lyndhurst,Musical Instruments & Teachers,3.0,48377
Sainte-Anne-de-Bellevue,Bars,3.0,48378
Wexford,Modern European,3.0,48379
Sun Prairie,Antiques,3.0,48380
Lorain,Fast Food,3.0,48381
Pineville,Health Retreats,3.0,48382
Oakdale,Vocational & Technical School,3.0,48383
Vimont,Vietnamese,3.0,48384
Stow,Irish Pub,3.0,48385
Sun City,Medical Supplies,3.0,48386
Avon,Knitting Supplies,3.0,48387
Fairview Park,Food Stands,3.0,48388
Cuyahoga Falls,Car Wash,3.0,48389
North Randall,Casinos,3.0,48390
Allison Park,Nurseries & Gardening,3.0,48391
Lyndhurst,Salad,3.0,48392
Medina,Poke,3.0,48393
Monoroeville,Body Shops,3.0,48394
San Tan Valley,Irrigation,3.0,48395
Mentor,Shopping Centers,3.0,48396
Beachwood,Bubble Tea,3.0,48397
Olmsted Township,Nightlife,3.0,48398
Peoria,Candle Stores,3.0,48399
Concord,Bowling,3.0,48400
Rocky River,Bagels,3.0,48401
Monticello,Tires,3.0,48402
North York,Pool & Billiards,3.0,48403
Saint Joseph,Music & Video,3.0,48404
Robinson Township,American (Traditional),3.0,48405
West Mifflin,Thrift Stores,3.0,48406
Mentor,Plus Size Fashion,3.0,48407
Hudson,Custom Cakes,3.0,48408
North York,Buffets,3.0,48409
Newbury,Buffets,3.0,48410
Avon Lake,Skin Care,3.0,48411
Allison Park,Donuts,3.0,48412
Gillbert,Soccer,3.0,48413
Gastonia,Baby Gear & Furniture,3.0,48414
Ludwigsburg,Physical Therapy,3.0,48415
Brampton,Masonry/Concrete,3.0,48416
Mentor,Driving Schools,3.0,48417
Stow,Country Clubs,3.0,48418
Brecksville,Accessories,3.0,48419
West Homestead,Asian Fusion,3.0,48420
North Randall,Arts & Entertainment,3.0,48421
Shaker Heights,Pet Sitting,3.0,48422
Madison,CPR Classes,3.0,48423
Robinson Township,Discount Store,3.0,48424
Homestead,Gas Stations,3.0,48425
Peoria,Costumes,3.0,48426
Richmond Heights,Gyms,3.0,48427
Parma Heights,Propane,3.0,48428
Dollard-des-Ormeaux,Lebanese,3.0,48429
Lasswade,Event Planning & Services,3.0,48430
Brampton,Baby Gear & Furniture,3.0,48431
Mirabel,Shopping,3.0,48432
Oakmont,Health & Medical,3.0,48433
Newmarket,Appliances & Repair,3.0,48434
columbia station,Breakfast & Brunch,3.0,48435
Straiton,Coffee & Tea,3.0,48436
Fairlawn,Shoe Stores,3.0,48437
Monroeville,Water Heater Installation/Repair,3.0,48438
Concord,French,3.0,48439
Champaign,Train Stations,3.0,48440
Macedonia,Hardware Stores,3.0,48441
Broadview Heights,Party & Event Planning,3.0,48442
North Olmsted,Electricians,3.0,48443
Laveen,Nurseries & Gardening,3.0,48444
Huntersville,Gift Shops,3.0,48445
Richmond Heights,Active Life,3.0,48446
North York,Performing Arts,3.0,48447
Seven Hills,American (New),3.0,48448
Richmond Hil,Ice Cream & Frozen Yogurt,3.0,48449
Böblingen,Home Decor,3.0,48450
Edinburgh,Real Estate Agents,3.0,48451
Goodyear,Irrigation,3.0,48452
Brentwood,Dentists,3.0,48453
Indian Land,Bars,3.0,48454
Hemmingen,Diners,3.0,48455
Boulder City,Doctors,3.0,48456
Beachwood,Pasta Shops,3.0,48457
Eastlake,Buffets,3.0,48458
Castle Shannon,Wine & Spirits,3.0,48459
Kernen,Pizza,3.0,48460
Bellvue,Hair Salons,3.0,48461
Trafford,American (New),3.0,48462
Broadview Heights,Food Court,3.0,48463
Willoughby Hills,Grocery,3.0,48464
Elyria,Wine Bars,3.0,48465
Madison,Cabinetry,3.0,48466
Lake Wylie,Self Storage,3.0,48467
Rocky River,Sewing & Alterations,3.0,48468
Garfield Heights,Trainers,3.0,48469
Charlotte,Hair Loss Centers,3.0,48470
Belmont,Children's Clothing,3.0,48471
North Olmsted,Holiday Decorations,3.0,48472
Pepper Pike,Hair Removal,3.0,48473
Central City Village,Cafes,3.0,48474
Chagrin Falls,Tapas/Small Plates,3.0,48475
Waiblingen,Computers,3.0,48476
Mississauga,Outdoor Gear,3.0,48477
Sun City,Shipping Centers,3.0,48478
Garfield Heights,Sports Bars,3.0,48479
Champaign,Mortgage Brokers,3.0,48480
Avalon,Home Services,3.0,48481
North Toronto,Canadian (New),3.0,48482
Davidson,Japanese,3.0,48483
Schwieberdingen,Ethnic Grocery,3.0,48484
Westmount,Food Delivery Services,3.0,48485
Streetsboro,Bed & Breakfast,3.0,48486
Carefree,Music Venues,3.0,48487
Homestead,Building Supplies,3.0,48488
Ajax,Sports Clubs,3.0,48489
Maple Heights,Chinese,3.0,48490
Saint Joseph,Videos & Video Game Rental,3.0,48491
Frazer,Ice Cream & Frozen Yogurt,3.0,48492
Oakridges,Italian,3.0,48493
Upper St. Clair,Department Stores,3.0,48494
Turtle Creek,Hotels & Travel,3.0,48495
Toronto,Cupcakes,3.0,48496
Westlake,Vintage & Consignment,3.0,48497
Bellevue,Breakfast & Brunch,3.0,48498
Glendale,Cabaret,3.0,48499
Straiton,Food,3.0,48500
Caledon East,Parks,3.0,48501
Madison,Electronics,3.0,48502
Shaler,Beauty & Spas,3.0,48503
Mt Albert,Farmers Market,3.0,48504
Boucherville,Sports Bars,3.0,48505
Matthews,Sports Bars,3.0,48506
Richmond Hill,Opera & Ballet,3.0,48507
Richmond Hill,Flowers & Gifts,3.0,48508
Murrysville,Fast Food,3.0,48509
Munhall,Food Delivery Services,3.0,48510
Wexford,Flowers & Gifts,3.0,48511
McMurray,Real Estate Services,3.0,48512
Stuttgart - Bad Cannstatt,Home Services,3.0,48513
Highland Heights,Hardware Stores,3.0,48514
Fairlawn,Men's Clothing,3.0,48515
Tolleson,Gymnastics,3.0,48516
Wexford,Barbers,3.0,48517
Böblingen,Bowling,3.0,48518
Laveen Village,Automotive,3.0,48519
North Toronto,American (Traditional),3.0,48520
Brampton,Taxis,3.0,48521
C Las Vegas,Hardware Stores,3.0,48522
Madison,Home & Rental Insurance,3.0,48523
Brecksville,Discount Store,3.0,48524
Cleveland,New Mexican Cuisine,3.0,48525
Mayfield Heights,Soup,3.0,48526
Bethel Park,Sports Bars,3.0,48527
Henderson,Donation Center,3.0,48528
North York,Shopping Centers,3.0,48529
Willowdale,Pizza,3.0,48530
Glenshaw,Nail Salons,3.0,48531
York,Auto Glass Services,3.0,48532
Kirkland,Hardware Stores,3.0,48533
Saint-Laurent,Convenience Stores,3.0,48534
Fairview Park,Asian Fusion,3.0,48535
N. Las Vegas,Tours,3.0,48536
MESA,Pressure Washers,3.0,48537
Cleveland,Painters,3.0,48538
Bedford Heights,Sports Bars,3.0,48539
McKees Rocks,Real Estate Services,3.0,48540
Weston,Department Stores,3.0,48541
Grand River,Wine & Spirits,3.0,48542
Oregon,Gyms,3.0,48543
Gilbert,Guitar Stores,3.0,48544
Cleveland,Driving Schools,3.0,48545
Fort Mill,Fruits & Veggies,3.0,48546
Centennial Hills,Home & Garden,3.0,48547
Schomberg,Nightlife,3.0,48548
Belmont,Auto Repair,3.0,48549
Newmarket,Trainers,3.0,48550
Huntersville,Soccer,3.0,48551
Cuyahoga Falls,Photography Stores & Services,3.0,48552
Mont-Saint-Gregoire,American (Traditional),3.0,48553
Cleveland Heights,Churches,3.0,48554
Glenshaw,Flowers & Gifts,3.0,48555
Sun Prairie,Landscaping,3.0,48556
Markham,Employment Agencies,3.0,48557
Warrensvile Heights,Bars,3.0,48558
MESA,Fashion,3.0,48559
Pepper Pike,Convenience Stores,3.0,48560
Brooklyn,Active Life,3.0,48561
Laveen Village,Smokehouse,3.0,48562
Oregon,Fitness & Instruction,3.0,48563
Cave Creek,Car Rental,3.0,48564
Greenfield Park,Bars,3.0,48565
Boulder City,Donuts,3.0,48566
Avon,Handyman,3.0,48567
Medina Township,Food,3.0,48568
Vaughan,Car Dealers,3.0,48569
Clairton,Automotive,3.0,48570
Champaign,Appliances & Repair,3.0,48571
East Cleveland,Italian,3.0,48572
Harrisburg,Makeup Artists,3.0,48573
Tega Cay,American (New),3.0,48574
Las Vegas,Basque,3.0,48575
Peoria,Korean,3.0,48576
Pickering,Malaysian,3.0,48577
Etobicoke,Airport Shuttles,3.0,48578
Scottsdale,Gay Bars,3.0,48579
Central Henderson,Nurseries & Gardening,3.0,48580
Neuhausen,Eastern German,3.0,48581
Brampton,Bowling,3.0,48582
WICKLIFFE,Used Car Dealers,3.0,48583
Shaker Hts,Apartments,3.0,48584
Oakville,Weight Loss Centers,3.0,48585
Olmsted Township,Sports Bars,3.0,48586
Brampton,Education,3.0,48587
Monroeville,Chicken Wings,3.0,48588
Brossard,Chicken Wings,3.0,48589
Markham,Festivals,3.0,48590
Toronto,Lice Services,3.0,48591
Richfield,Contractors,3.0,48592
Lyndhurst,Guitar Stores,3.0,48593
Pepper Pike,Home Services,3.0,48594
Middleton,Recycling Center,3.0,48595
Markham,Building Supplies,3.0,48596
MESA,Department Stores,3.0,48597
Brossard,Chocolatiers & Shops,3.0,48598
Parma,Real Estate,3.0,48599
Fairport Harbor,Dive Bars,3.0,48600
Gastonia,Libraries,3.0,48601
Pittsburgh,Courthouses,3.0,48602
Pittsburgh,Tiki Bars,3.0,48603
Henderson,Osteopathic Physicians,3.0,48604
MESA,Painters,3.0,48605
Laveen Village,Barbeque,3.0,48606
Prestonpans,Gastropubs,3.0,48607
Eastlake,Contractors,3.0,48608
Cleveland Heights,Skating Rinks,3.0,48609
Upper Saint Clair,Bars,3.0,48610
Richmond Heights,Fitness & Instruction,3.0,48611
Leinfelden-Echterdingen,Appliances,3.0,48612
Sun City,Bakeries,3.0,48613
Cleveland,British,3.0,48614
Saint-Charles-Borromee,Restaurants,3.0,48615
Wexford,Wedding Planning,3.0,48616
El Mirage,Venues & Event Spaces,3.0,48617
Vaughan,Men's Hair Salons,3.0,48618
Laveen,Professional Services,3.0,48619
Matthews,Notaries,3.0,48620
Chester,Pizza,3.0,48621
Stetson Valley,Auto Detailing,3.0,48622
Mount Horeb,Hotels,3.0,48623
Pickering,Oil Change Stations,3.0,48624
Moon Township,Breakfast & Brunch,3.0,48625
Brooklyn,Burgers,3.0,48626
Beachwood,Gas Stations,3.0,48627
Henderson,Occupational Therapy,3.0,48628
Fairlawn,Kitchen & Bath,3.0,48629
Richmond Hil,Food,3.0,48630
Carefree,Heating & Air Conditioning/HVAC,3.0,48631
Middlefield,Nightlife,3.0,48632
Cleveland,Recycling Center,3.0,48633
Mississauga,Pet Training,3.0,48634
Richmond Hill,Chocolatiers & Shops,3.0,48635
Library,Restaurants,3.0,48636
Arrowhead,Personal Injury Law,3.0,48637
Saint-Hyacinthe,Comfort Food,3.0,48638
Vaughan,Haunted Houses,3.0,48639
Broadview Heights,Tanning,3.0,48640
Morin-Heights,Beauty & Spas,3.0,48641
Carnegie,Arts & Crafts,3.0,48642
Pitcairn,Restaurants,3.0,48643
San Tan Valley,Landscape Architects,3.0,48644
Goodyear,Videos & Video Game Rental,3.0,48645
Bedford Heights,Couriers & Delivery Services,3.0,48646
Chester,Public Transportation,3.0,48647
Thornhill,Buffets,3.0,48648
Indian Land,Post Offices,3.0,48649
Leinfelden-Echterdingen,Computers,3.0,48650
North Olmsted,Adult,3.0,48651
Phoenix,Food Court,3.0,48652
Etobicoke,Gastropubs,3.0,48653
Peoria,Eyebrow Services,3.0,48654
Mount Holly,Greek,3.0,48655
Richmond Heights,Cinema,3.0,48656
Willoughby,Cosmetics & Beauty Supply,3.0,48657
Baldwin,Salad,3.0,48658
Summerlin,Home & Garden,3.0,48659
Newmarket,Seafood Markets,3.0,48660
Gastonia,Bookstores,3.0,48661
Allison Park,Diners,3.0,48662
Beachwood,Barbeque,3.0,48663
Vaughan,Art Schools,3.0,48664
Huntersville,Car Wash,3.0,48665
Macedonia,Nurseries & Gardening,3.0,48666
Canonsburg,Public Services & Government,3.0,48667
McMurray,Pubs,3.0,48668
Stouffville,Salad,3.0,48669
Davidson,Country Clubs,3.0,48670
Twinsburg,Laboratory Testing,3.0,48671
Robinson Township,Burgers,3.0,48672
Ajax,Cocktail Bars,3.0,48673
Stowe,Yoga,3.0,48674
Rouses Point,Delis,3.0,48675
Brookpark,Pets,3.0,48676
Bedford Heights,Arts & Entertainment,3.0,48677
Tuscola,Venues & Event Spaces,3.0,48678
Ambridge,Home & Garden,3.0,48679
Charlotte,Hostels,3.0,48680
Goodyear,Delis,3.0,48681
Henderson,Tacos,3.0,48682
Wickliffe,Fast Food,3.0,48683
St. Peters,Home & Garden,3.0,48684
Strongsville,Circuit Training Gyms,3.0,48685
Henderson,Awnings,3.0,48686
Monticello,Pizza,3.0,48687
Canonsburg,Kitchen & Bath,3.0,48688
Mayfield Heights,Sushi Bars,3.0,48689
Shaker Heights,Veterinarians,3.0,48690
Madison,Poutineries,3.0,48691
Matthews,Sports Clubs,3.0,48692
Coraopolis,Barbeque,3.0,48693
Woodmere,Uniforms,3.0,48694
Woodbridge,Dance Clubs,3.0,48695
Moon Twp,Firearm Training,3.0,48696
Cleveland,Puerto Rican,3.0,48697
Verona,Bowling,3.0,48698
Surprise,Filipino,3.0,48699
Goodyear,Office Equipment,3.0,48700
Georgetown,Lounges,3.0,48701
Middlefield,Chinese,3.0,48702
Streetsboro,Fashion,3.0,48703
Kirkland,Bagels,3.0,48704
Brooklyn,Irish,3.0,48705
Bridgeville,Steakhouses,3.0,48706
Warrensville Heights,Donuts,3.0,48707
Gilbert,Condominiums,3.0,48708
Gilbert AZ,Real Estate,3.0,48709
Streetsboro,Food Delivery Services,3.0,48710
Schottsdale,Food,3.0,48711
Northfield,Local Services,3.0,48712
Streetsboro,Arcades,3.0,48713
Homestead,Southern,3.0,48714
Parma,Imported Food,3.0,48715
Champaign,Emergency Pet Hospital,3.0,48716
Phoenix,Urgent Care,3.0,48717
Gastonia,Bagels,3.0,48718
Oakville,Accessories,3.0,48719
Richmond Hil,Restaurants,3.0,48720
Gastonia,Specialty Schools,3.0,48721
Pittsburgh,Departments of Motor Vehicles,3.0,48722
Monroeville,Sports Clubs,3.0,48723
Charlotte,Skating Rinks,3.0,48724
Olmsted Township,Local Services,3.0,48725
Mesa,Country Clubs,3.0,48726
Las Vegas,Fur Clothing,3.0,48727
Hudson,Music Venues,3.0,48728
Elyria,Dentists,3.0,48729
North York,Used,3.0,48730
Dravosburg,Nightlife,3.0,48731
Allison Park,Hotels & Travel,3.0,48732
Peninsula,Tours,3.0,48733
Rocky River,Chicken Wings,3.0,48734
Monroeville,Photography Stores & Services,3.0,48735
Unionville,Burgers,3.0,48736
Verdun,Kitchen & Bath,3.0,48737
Olmsted Township,Bars,3.0,48738
Filderstadt,Pool Halls,3.0,48739
North Olmsted,Towing,3.0,48740
Scottsdale,Fur Clothing,3.0,48741
Laval,Amusement Parks,3.0,48742
Newmarket,Sports Bars,3.0,48743
Richmond Hill,Festivals,3.0,48744
Gilbert,Swimwear,3.0,48745
Gibsonia,Mobile Phones,3.0,48746
Stow,Post Offices,3.0,48747
Sewickley,Chinese,3.0,48748
MESA,Golf,3.0,48749
Euclid,Wine & Spirits,3.0,48750
Saint-Jérôme,Event Planning & Services,3.0,48751
Whitby,Kitchen & Bath,3.0,48752
Bedford,Grocery,3.0,48753
North Olmsted,Baby Gear & Furniture,3.0,48754
Ludwigsburg,Sushi Bars,3.0,48755
Ahwatukee,Shopping,3.0,48756
Phoenix,Glass Blowing,3.0,48757
Phoenix AZ,Home Services,3.0,48758
Westlake,Street Vendors,3.0,48759
Plum,Cafeteria,3.0,48760
Huntersville,Children's Clothing,3.0,48761
Mayfield Heights,Medical Spas,3.0,48762
Westmount,Barbers,3.0,48763
Mentor,Music Venues,3.0,48764
Chandler,Trailer Rental,3.0,48765
Munhall,Knitting Supplies,3.0,48766
Wickliffe,Burgers,3.0,48767
Mississauga,Comedy Clubs,3.0,48768
Painesville,Vietnamese,3.0,48769
Stow,Chicken Wings,3.0,48770
Fairview Park,Arts & Crafts,3.0,48771
Sun Prairie,Noodles,3.0,48772
Mesa,Custom Cakes,3.0,48773
Berea,Nail Salons,3.0,48774
East Cleveland,Barbeque,3.0,48775
Las Vegas,Airport Terminals,3.0,48776
Alex,Restaurants,3.0,48777
Fairlawn,Japanese,3.0,48778
Ludwigsburg,Permanent Makeup,3.0,48779
Oakville,Building Supplies,3.0,48780
Las Vegas,Fishing,3.0,48781
Richmond Hill,Convenience Stores,3.0,48782
Solon,Furniture Stores,3.0,48783
Carnegie,Oil Change Stations,3.0,48784
Mesa,Pharmacy,3.0,48785
Schottsdale,Vegetarian,3.0,48786
Solon,Party Equipment Rentals,3.0,48787
Goodyear,Laser Eye Surgery/Lasik,3.0,48788
Shaker Heights,Pets,3.0,48789
Mt Lebanon,Furniture Stores,3.0,48790
North Olmsted,Convenience Stores,3.0,48791
Saint-Laurent,Bars,3.0,48792
Cuyahoga Falls,Art Supplies,3.0,48793
Fitchburg,Sandwiches,3.0,48794
Stanley,Home & Garden,3.0,48795
Mesa,Middle Schools & High Schools,3.0,48796
Champaign,Gas Stations,3.0,48797
Fairview Park,Doctors,3.0,48798
Franklin Park,Pet Services,3.0,48799
Cleveland Heights,Hookah Bars,3.0,48800
Concord,Airport Shuttles,3.0,48801
Bellevue,Fast Food,3.0,48802
Fairlawn,Cheesesteaks,3.0,48803
Mississauga,French,3.0,48804
Pickering,Beer,3.0,48805
Moon Township,Salad,3.0,48806
St-Clet,Restaurants,3.0,48807
Brooklyn,General Dentistry,3.0,48808
Avon,Carpenters,3.0,48809
Concord,Archery,3.0,48810
Solon,Interior Design,3.0,48811
Sheffield Village,Florists,3.0,48812
Bedford,Towing,3.0,48813
Glendale,Costumes,3.0,48814
Northfield,Caterers,3.0,48815
Rocky River,Medical Centers,3.0,48816
Frazer,Event Planning & Services,3.0,48817
Willoughby Hills,Pharmacy,3.0,48818
Murrysville,Doctors,3.0,48819
Presto,Real Estate,3.0,48820
Cleveland Heights,Community Centers,3.0,48821
Munroe Falls,Pizza,3.0,48822
Phoenix,Blood & Plasma Donation Centers,3.0,48823
Gilbert,Piano Services,3.0,48824
Bridgeville,Venues & Event Spaces,3.0,48825
Beachwood,Auto Parts & Supplies,3.0,48826
Mont-Saint-Gregoire,Event Planning & Services,3.0,48827
University Heights,Meat Shops,3.0,48828
Middleton,Donation Center,3.0,48829
Gillbert,Fitness & Instruction,3.0,48830
Sun Prairie,Shipping Centers,3.0,48831
Avon,Sushi Bars,3.0,48832
Brentwood,Chinese,3.0,48833
Vaughan,Dance Schools,3.0,48834
Bethel Park,General Dentistry,3.0,48835
North Royalton,Wedding Planning,3.0,48836
Thornhill,Toy Stores,3.0,48837
Moon Twp,Guns & Ammo,3.0,48838
Willowdale,Arcades,3.0,48839
Turtle Creek,Pizza,3.0,48840
Brampton,Laundry Services,3.0,48841
Wickliffe,Chicken Wings,3.0,48842
Ajax,Canadian (New),3.0,48843
DeForest,Parks,3.0,48844
Wexford,Medical Centers,3.0,48845
Montreal,Vietnamese,3.0,48846
Filderstadt,Nightlife,3.0,48847
Beachwood,Cultural Center,3.0,48848
Beachwood,Vegan,3.0,48849
Rosemere,Hotels & Travel,3.0,48850
Brunswick,Cabaret,3.0,48851
Upper St Clair,Restaurants,3.0,48852
Summerlin,Desserts,3.0,48853
Kirkland,American (Traditional),3.0,48854
Saint-Laurent,Beauty & Spas,3.0,48855
Fairview Park,Oral Surgeons,3.0,48856
East York,Ice Cream & Frozen Yogurt,3.0,48857
Parma Heights,Self Storage,3.0,48858
West Homestead,American (New),3.0,48859
Phoenix,Hunting & Fishing Supplies,3.0,48860
Phoenix,Airport Lounges,3.0,48861
North Olmsted,Home Cleaning,3.0,48862
Northfield,Burgers,3.0,48863
Mentor,Fabric Stores,3.0,48864
West Homestead,Dry Cleaning & Laundry,3.0,48865
Pittsburgh,Landscape Architects,3.0,48866
Bridgeville,Shipping Centers,3.0,48867
Murrysville,Party Bus Rentals,3.0,48868
York,Appliances,3.0,48869
Allison Park,Junk Removal & Hauling,3.0,48870
Rantoul,Steakhouses,3.0,48871
Beachwood,Southern,3.0,48872
Mentor,Family Practice,3.0,48873
Brook Park,Comfort Food,3.0,48874
Lyndhurst,Donuts,3.0,48875
Macedonia,Dive Bars,3.0,48876
Kornwestheim,Spanish,3.0,48877
Las Vegas,Eatertainment,3.0,48878
Pickering,Comfort Food,3.0,48879
North Las Vegas,Installment Loans,3.0,48880
Mississauga,Bookstores,3.0,48881
Surprise,Laser Eye Surgery/Lasik,3.0,48882
Anjou,Pizza,3.0,48883
Madison,Urgent Care,3.0,48884
Lakewood,Department Stores,3.0,48885
Sewickley,Landscaping,3.0,48886
Indian Trail,Diners,3.0,48887
Independence,Art Supplies,3.0,48888
MESA,Sports Bars,3.0,48889
Salaberry-De-Valleyfield,Seafood,3.0,48890
Monticello,Diners,3.0,48891
Parma Heights,Italian,3.0,48892
Olmsted Falls,Lounges,3.0,48893
Pineville,Fitness/Exercise Equipment,3.0,48894
Seven Hills,Dry Cleaning & Laundry,3.0,48895
Indian Land,Printing Services,3.0,48896
Mentor-on-the-Lake,Irish,3.0,48897
Parma,Bagels,3.0,48898
Saint-Jean-sur-Richelieu,Italian,3.0,48899
Richmond Heights,Eyewear & Opticians,3.0,48900
East York,Diners,3.0,48901
Oregon,Convenience Stores,3.0,48902
Mentor,Resorts,3.0,48903
Concord,Used Car Dealers,3.0,48904
Avon,Thrift Stores,3.0,48905
Strongsville,Flowers & Gifts,3.0,48906
Monroeville,Arcades,3.0,48907
Wilkinsburg,Soul Food,3.0,48908
Medina,Buffets,3.0,48909
Saint-Jean-sur-Richelieu,Diners,3.0,48910
Waxhaw,Pest Control,3.0,48911
N Ridgeville,Pets,3.0,48912
Mentor On the Lake,Bakeries,3.0,48913
Huntersville,Radiologists,3.0,48914
Chester,Market Stalls,3.0,48915
Monticello,Car Dealers,3.0,48916
Carnegie,Discount Store,3.0,48917
Toronto,Acne Treatment,3.0,48918
Chandler,Hats,3.0,48919
Markham,Delicatessen,3.0,48920
Leinfelden-Echterdingen,International,3.0,48921
Brooklyn,Pubs,3.0,48922
Paradise Valley,Pet Groomers,3.0,48923
Wilmerding,Salad,3.0,48924
Piedmont,Chicken Shop,3.0,48925
Middleburg Heights,Lounges,3.0,48926
N W Las Vegas,Home Services,3.0,48927
Davidson,Swimming Pools,3.0,48928
Twinsburg,Pet Stores,3.0,48929
Concord,Canadian (New),3.0,48930
Portobello,Pet Groomers,3.0,48931
Sheffield Village,Steakhouses,3.0,48932
Dravosburg,Restaurants,3.0,48933
North Huntingdon,Auto Repair,3.0,48934
Kent,Musical Instruments & Teachers,3.0,48935
Middleton,Printing Services,3.0,48936
Mentor,Arts & Crafts,3.0,48937
Wexford,Sports Medicine,3.0,48938
Highland Heights,Grocery,3.0,48939
Edinburgh,Public Transportation,3.0,48940
Mahomet,Nail Salons,3.0,48941
Allison Park,Tires,3.0,48942
Murrysville,Hotels & Travel,3.0,48943
Charlotte,Mongolian,3.0,48944
Bedford,Italian,3.0,48945
Kent,Drugstores,3.0,48946
Shorewood Hills,Fast Food,3.0,48947
Eastlake,Chinese,3.0,48948
Middleton,Dance Clubs,3.0,48949
Brunswick,Pharmacy,3.0,48950
Coraopolis,Wine & Spirits,3.0,48951
Parma Heights,Ice Cream & Frozen Yogurt,3.0,48952
Goodwood,Home & Garden,3.0,48953
Savoy,Movers,3.0,48954
Huntersville,Vape Shops,3.0,48955
McMurray,Hair Extensions,3.0,48956
Goodyear,Motorcycle Dealers,3.0,48957
North York,Dance Studios,3.0,48958
Westlake,Drugstores,3.0,48959
Willowdale,Arts & Entertainment,3.0,48960
Sun Prairie,Salad,3.0,48961
Champaign,Kitchen & Bath,3.0,48962
Warrensvile Heights,Breakfast & Brunch,3.0,48963
Parma,Diagnostic Services,3.0,48964
Brossard,Men's Clothing,3.0,48965
Loanhead,Restaurants,3.0,48966
Inverkeithing,Transportation,3.0,48967
Richfield,Gas Stations,3.0,48968
Downtown,Books,3.0,48969
Etobicoke,Cajun/Creole,3.0,48970
Amherst,Professional Services,3.0,48971
Elyria,Fitness & Instruction,3.0,48972
Gilbert,Floral Designers,3.0,48973
Wesley Chapel,Fashion,3.0,48974
Tallmadge,Restaurants,3.0,48975
Clairton,Car Stereo Installation,3.0,48976
Vaughan,Education,3.0,48977
Dorval,Parking,3.0,48978
Las Vegas,Infectious Disease Specialists,3.0,48979
Saint-Laurent,Education,3.0,48980
Sun City,Pain Management,3.0,48981
Valley View,Wholesalers,3.0,48982
Concord,Sports Clubs,3.0,48983
Aurora,Donuts,3.0,48984
Laveen Village,Car Wash,3.0,48985
Vaughan,Food Delivery Services,3.0,48986
Chandler,Leisure Centers,3.0,48987
Sainte-Anne-des-Plaines,Food,3.0,48988
Thornhill,Electronics,3.0,48989
Goodyear,Party Supplies,3.0,48990
North Royalton,Massage,3.0,48991
Suprise,Apartments,3.0,48992
Medina,Soup,3.0,48993
